"","n","m","y","q","x","m_qy","xy_m","h","is_h_max","is_m_qy_min","is_xy_m_min"
"1",2,1,1,1,1,0,0,0,TRUE,TRUE,TRUE
"2",3,2,1,2,2,0,0,1.38629436111989,TRUE,TRUE,TRUE
"3",4,4,2,2,2,0,0,5.54517744447956,TRUE,TRUE,TRUE
"4",5,5,2,2,3,1,1,7.454719949364,TRUE,TRUE,TRUE
"5",5,6,2,3,3,0,0,10.7505568153683,TRUE,TRUE,TRUE
"6",6,6,2,3,3,0,0,10.7505568153683,TRUE,TRUE,TRUE
"7",6,7,2,3,4,1,1,12.9998973938436,TRUE,TRUE,TRUE
"8",6,8,2,4,4,0,0,16.6355323334387,TRUE,TRUE,TRUE
"9",6,9,3,3,3,0,0,19.775021196026,TRUE,TRUE,TRUE
"10",7,7,2,3,4,1,1,12.9998973938436,TRUE,TRUE,TRUE
"11",7,8,2,4,4,0,0,16.6355323334387,TRUE,TRUE,TRUE
"12",7,9,2,4,5,1,1,19.1375444511296,FALSE,FALSE,FALSE
"13",7,9,3,3,3,0,0,19.775021196026,TRUE,TRUE,TRUE
"14",7,10,2,5,5,0,0,23.0258509299405,TRUE,TRUE,TRUE
"15",7,10,3,3,4,1,2,22.0243617745012,FALSE,FALSE,FALSE
"16",7,11,3,3,4,2,1,25.6599967140963,TRUE,TRUE,TRUE
"17",7,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"18",8,8,2,4,4,0,0,16.6355323334387,TRUE,TRUE,TRUE
"19",8,9,2,4,5,1,1,19.1375444511296,FALSE,FALSE,FALSE
"20",8,9,3,3,3,0,0,19.775021196026,TRUE,TRUE,TRUE
"21",8,10,2,5,5,0,0,23.0258509299405,TRUE,TRUE,TRUE
"22",8,10,3,3,4,1,2,22.0243617745012,FALSE,FALSE,FALSE
"23",8,11,2,5,6,1,1,25.7292181831383,TRUE,TRUE,TRUE
"24",8,11,3,3,4,2,1,25.6599967140963,FALSE,FALSE,TRUE
"25",8,12,2,6,6,0,0,29.818879797456,TRUE,TRUE,TRUE
"26",8,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"27",8,13,3,4,5,1,2,32.3208919151469,TRUE,TRUE,TRUE
"28",8,14,3,4,5,2,1,36.2091983939578,TRUE,TRUE,TRUE
"29",8,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"30",8,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"31",9,9,2,4,5,1,1,19.1375444511296,FALSE,FALSE,FALSE
"32",9,9,3,3,3,0,0,19.775021196026,TRUE,TRUE,TRUE
"33",9,10,2,5,5,0,0,23.0258509299405,TRUE,TRUE,TRUE
"34",9,10,3,3,4,1,2,22.0243617745012,FALSE,FALSE,FALSE
"35",9,11,2,5,6,1,1,25.7292181831383,TRUE,TRUE,TRUE
"36",9,11,3,3,4,2,1,25.6599967140963,FALSE,FALSE,TRUE
"37",9,12,2,6,6,0,0,29.818879797456,TRUE,TRUE,TRUE
"38",9,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"39",9,13,2,6,7,1,1,32.6896940254749,TRUE,TRUE,TRUE
"40",9,13,3,4,5,1,2,32.3208919151469,FALSE,TRUE,FALSE
"41",9,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"42",9,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"43",9,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"44",9,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"45",9,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"46",9,17,3,5,6,2,1,47.4137818840487,TRUE,FALSE,TRUE
"47",9,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"48",9,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"49",9,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"50",9,19,4,4,5,3,1,55.1632927749136,TRUE,TRUE,TRUE
"51",9,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"52",10,10,2,5,5,0,0,23.0258509299405,TRUE,TRUE,TRUE
"53",10,10,3,3,4,1,2,22.0243617745012,FALSE,FALSE,FALSE
"54",10,11,2,5,6,1,1,25.7292181831383,TRUE,TRUE,TRUE
"55",10,11,3,3,4,2,1,25.6599967140963,FALSE,FALSE,TRUE
"56",10,12,2,6,6,0,0,29.818879797456,TRUE,TRUE,TRUE
"57",10,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"58",10,13,2,6,7,1,1,32.6896940254749,TRUE,TRUE,TRUE
"59",10,13,3,4,5,1,2,32.3208919151469,FALSE,TRUE,FALSE
"60",10,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"61",10,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"62",10,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"63",10,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"64",10,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"65",10,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"66",10,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"67",10,17,3,5,6,2,1,47.4137818840487,TRUE,FALSE,TRUE
"68",10,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"69",10,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"70",10,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"71",10,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"72",10,19,4,4,5,3,1,55.1632927749136,TRUE,FALSE,TRUE
"73",10,20,3,6,7,2,1,59.1546144592886,FALSE,FALSE,FALSE
"74",10,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"75",10,21,3,7,7,0,0,63.9349711921919,TRUE,TRUE,TRUE
"76",10,21,4,5,6,1,3,62.6180127242776,FALSE,FALSE,FALSE
"77",10,22,4,5,6,2,2,66.7076743385954,TRUE,TRUE,TRUE
"78",10,23,4,5,6,3,1,71.3205840966776,TRUE,TRUE,TRUE
"79",10,24,4,6,6,0,0,76.2732919283507,TRUE,TRUE,TRUE
"80",10,25,5,5,5,0,0,80.471895621705,TRUE,TRUE,TRUE
"81",11,11,2,5,6,1,1,25.7292181831383,TRUE,TRUE,TRUE
"82",11,11,3,3,4,2,1,25.6599967140963,FALSE,FALSE,TRUE
"83",11,12,2,6,6,0,0,29.818879797456,TRUE,TRUE,TRUE
"84",11,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"85",11,13,2,6,7,1,1,32.6896940254749,TRUE,TRUE,TRUE
"86",11,13,3,4,5,1,2,32.3208919151469,FALSE,TRUE,FALSE
"87",11,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"88",11,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"89",11,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"90",11,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"91",11,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"92",11,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"93",11,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"94",11,17,2,8,9,1,1,47.5009084184238,TRUE,TRUE,TRUE
"95",11,17,3,5,6,2,1,47.4137818840487,FALSE,FALSE,TRUE
"96",11,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"97",11,18,2,9,9,0,0,52.026691642131,TRUE,TRUE,TRUE
"98",11,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"99",11,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"100",11,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"101",11,19,4,4,5,3,1,55.1632927749136,TRUE,FALSE,TRUE
"102",11,20,3,6,7,2,1,59.1546144592886,FALSE,FALSE,FALSE
"103",11,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"104",11,21,3,7,7,0,0,63.9349711921919,TRUE,TRUE,TRUE
"105",11,21,4,5,6,1,3,62.6180127242776,FALSE,FALSE,FALSE
"106",11,22,3,7,8,1,2,66.9491324822434,TRUE,TRUE,TRUE
"107",11,22,4,5,6,2,2,66.7076743385954,FALSE,FALSE,TRUE
"108",11,23,3,7,8,2,1,71.3495881334148,TRUE,TRUE,TRUE
"109",11,23,4,5,6,3,1,71.3205840966776,FALSE,FALSE,TRUE
"110",11,24,3,8,8,0,0,76.2732919283507,TRUE,TRUE,TRUE
"111",11,24,4,6,6,0,0,76.2732919283507,TRUE,TRUE,TRUE
"112",11,25,4,6,7,1,3,79.1441061563696,FALSE,FALSE,FALSE
"113",11,25,5,5,5,0,0,80.471895621705,TRUE,TRUE,TRUE
"114",11,26,4,6,7,2,2,83.4012147455083,TRUE,FALSE,TRUE
"115",11,26,5,5,6,1,4,83.1752628749028,FALSE,TRUE,FALSE
"116",11,27,4,6,7,3,1,88.1815714784116,TRUE,FALSE,TRUE
"117",11,27,5,5,6,2,3,87.2649244892206,FALSE,TRUE,FALSE
"118",11,28,4,7,7,0,0,93.3017262849057,TRUE,TRUE,TRUE
"119",11,28,5,5,6,3,2,91.8778342473028,FALSE,FALSE,FALSE
"120",11,29,5,5,6,4,1,96.8305420789759,TRUE,TRUE,TRUE
"121",11,30,5,6,6,0,0,102.035921449865,TRUE,TRUE,TRUE
"122",12,12,2,6,6,0,0,29.818879797456,TRUE,TRUE,TRUE
"123",12,12,3,4,4,0,0,29.818879797456,TRUE,TRUE,TRUE
"124",12,13,2,6,7,1,1,32.6896940254749,TRUE,TRUE,TRUE
"125",12,13,3,4,5,1,2,32.3208919151469,FALSE,TRUE,FALSE
"126",12,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"127",12,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"128",12,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"129",12,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"130",12,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"131",12,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"132",12,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"133",12,17,2,8,9,1,1,47.5009084184238,TRUE,TRUE,TRUE
"134",12,17,3,5,6,2,1,47.4137818840487,FALSE,FALSE,TRUE
"135",12,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"136",12,18,2,9,9,0,0,52.026691642131,TRUE,TRUE,TRUE
"137",12,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"138",12,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"139",12,19,2,9,10,1,1,55.2775213760454,TRUE,TRUE,TRUE
"140",12,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"141",12,19,4,4,5,3,1,55.1632927749136,FALSE,FALSE,TRUE
"142",12,20,2,10,10,0,0,59.9146454710798,TRUE,TRUE,TRUE
"143",12,20,3,6,7,2,1,59.1546144592886,FALSE,FALSE,FALSE
"144",12,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"145",12,21,3,7,7,0,0,63.9349711921919,TRUE,TRUE,TRUE
"146",12,21,4,5,6,1,3,62.6180127242776,FALSE,FALSE,FALSE
"147",12,22,3,7,8,1,2,66.9491324822434,TRUE,TRUE,TRUE
"148",12,22,4,5,6,2,2,66.7076743385954,FALSE,FALSE,TRUE
"149",12,23,3,7,8,2,1,71.3495881334148,TRUE,TRUE,TRUE
"150",12,23,4,5,6,3,1,71.3205840966776,FALSE,FALSE,TRUE
"151",12,24,3,8,8,0,0,76.2732919283507,TRUE,TRUE,TRUE
"152",12,24,4,6,6,0,0,76.2732919283507,TRUE,TRUE,TRUE
"153",12,25,3,8,9,1,2,79.412780790938,FALSE,FALSE,FALSE
"154",12,25,4,6,7,1,3,79.1441061563696,FALSE,FALSE,FALSE
"155",12,25,5,5,5,0,0,80.471895621705,TRUE,TRUE,TRUE
"156",12,26,3,8,9,2,1,83.9385640146452,TRUE,FALSE,TRUE
"157",12,26,4,6,7,2,2,83.4012147455083,FALSE,FALSE,FALSE
"158",12,26,5,5,6,1,4,83.1752628749028,FALSE,TRUE,FALSE
"159",12,27,3,9,9,0,0,88.9875953821169,TRUE,TRUE,TRUE
"160",12,27,4,6,7,3,1,88.1815714784116,FALSE,FALSE,FALSE
"161",12,27,5,5,6,2,3,87.2649244892206,FALSE,FALSE,FALSE
"162",12,28,4,7,7,0,0,93.3017262849057,TRUE,TRUE,TRUE
"163",12,28,5,5,6,3,2,91.8778342473028,FALSE,FALSE,FALSE
"164",12,29,4,7,8,1,3,96.3158875749572,FALSE,TRUE,FALSE
"165",12,29,5,5,6,4,1,96.8305420789759,TRUE,FALSE,TRUE
"166",12,30,4,7,8,2,2,100.716343226129,FALSE,FALSE,FALSE
"167",12,30,5,6,6,0,0,102.035921449865,TRUE,TRUE,TRUE
"168",12,31,4,7,8,3,1,105.640047021065,TRUE,FALSE,TRUE
"169",12,31,5,6,7,1,4,104.906735677884,FALSE,TRUE,FALSE
"170",12,32,4,8,8,0,0,110.903548889591,TRUE,TRUE,TRUE
"171",12,32,5,6,7,2,3,109.163844267022,FALSE,FALSE,FALSE
"172",12,33,5,6,7,3,2,113.944200999926,TRUE,TRUE,TRUE
"173",12,34,5,6,7,4,1,119.06435580642,TRUE,TRUE,TRUE
"174",12,35,5,7,7,0,0,124.437182152129,TRUE,TRUE,TRUE
"175",12,36,6,6,6,0,0,129.00668178442,TRUE,TRUE,TRUE
"176",13,13,2,6,7,1,1,32.6896940254749,TRUE,TRUE,TRUE
"177",13,13,3,4,5,1,2,32.3208919151469,FALSE,TRUE,FALSE
"178",13,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"179",13,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"180",13,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"181",13,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"182",13,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"183",13,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"184",13,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"185",13,17,2,8,9,1,1,47.5009084184238,TRUE,TRUE,TRUE
"186",13,17,3,5,6,2,1,47.4137818840487,FALSE,FALSE,TRUE
"187",13,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"188",13,18,2,9,9,0,0,52.026691642131,TRUE,TRUE,TRUE
"189",13,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"190",13,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"191",13,19,2,9,10,1,1,55.2775213760454,TRUE,TRUE,TRUE
"192",13,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"193",13,19,4,4,5,3,1,55.1632927749136,FALSE,FALSE,TRUE
"194",13,20,2,10,10,0,0,59.9146454710798,TRUE,TRUE,TRUE
"195",13,20,3,6,7,2,1,59.1546144592886,FALSE,FALSE,FALSE
"196",13,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"197",13,21,2,10,11,1,1,63.2656425419214,FALSE,FALSE,FALSE
"198",13,21,3,7,7,0,0,63.9349711921919,TRUE,TRUE,TRUE
"199",13,21,4,5,6,1,3,62.6180127242776,FALSE,FALSE,FALSE
"200",13,22,2,11,11,0,0,68.0029339738829,TRUE,TRUE,TRUE
"201",13,22,3,7,8,1,2,66.9491324822434,FALSE,FALSE,FALSE
"202",13,22,4,5,6,2,2,66.7076743385954,FALSE,FALSE,FALSE
"203",13,23,3,7,8,2,1,71.3495881334148,TRUE,TRUE,TRUE
"204",13,23,4,5,6,3,1,71.3205840966776,FALSE,FALSE,TRUE
"205",13,24,3,8,8,0,0,76.2732919283507,TRUE,TRUE,TRUE
"206",13,24,4,6,6,0,0,76.2732919283507,TRUE,TRUE,TRUE
"207",13,25,3,8,9,1,2,79.412780790938,FALSE,FALSE,FALSE
"208",13,25,4,6,7,1,3,79.1441061563696,FALSE,FALSE,FALSE
"209",13,25,5,5,5,0,0,80.471895621705,TRUE,TRUE,TRUE
"210",13,26,3,8,9,2,1,83.9385640146452,TRUE,FALSE,TRUE
"211",13,26,4,6,7,2,2,83.4012147455083,FALSE,FALSE,FALSE
"212",13,26,5,5,6,1,4,83.1752628749028,FALSE,TRUE,FALSE
"213",13,27,3,9,9,0,0,88.9875953821169,TRUE,TRUE,TRUE
"214",13,27,4,6,7,3,1,88.1815714784116,FALSE,FALSE,FALSE
"215",13,27,5,5,6,2,3,87.2649244892206,FALSE,FALSE,FALSE
"216",13,28,3,9,10,1,2,92.2384251160314,FALSE,FALSE,FALSE
"217",13,28,4,7,7,0,0,93.3017262849057,TRUE,TRUE,TRUE
"218",13,28,5,5,6,3,2,91.8778342473028,FALSE,FALSE,FALSE
"219",13,29,3,9,10,2,1,96.8755492110657,TRUE,FALSE,TRUE
"220",13,29,4,7,8,1,3,96.3158875749572,FALSE,TRUE,FALSE
"221",13,29,5,5,6,4,1,96.8305420789759,FALSE,FALSE,TRUE
"222",13,30,3,10,10,0,0,102.035921449865,TRUE,TRUE,TRUE
"223",13,30,4,7,8,2,2,100.716343226129,FALSE,FALSE,FALSE
"224",13,30,5,6,6,0,0,102.035921449865,TRUE,TRUE,TRUE
"225",13,31,4,7,8,3,1,105.640047021065,TRUE,FALSE,TRUE
"226",13,31,5,6,7,1,4,104.906735677884,FALSE,TRUE,FALSE
"227",13,32,4,8,8,0,0,110.903548889591,TRUE,TRUE,TRUE
"228",13,32,5,6,7,2,3,109.163844267022,FALSE,FALSE,FALSE
"229",13,33,4,8,9,1,3,114.043037752179,TRUE,TRUE,FALSE
"230",13,33,5,6,7,3,2,113.944200999926,FALSE,FALSE,TRUE
"231",13,34,4,8,9,2,2,118.568820975886,FALSE,TRUE,FALSE
"232",13,34,5,6,7,4,1,119.06435580642,TRUE,FALSE,TRUE
"233",13,35,4,8,9,3,1,123.617852343357,FALSE,FALSE,FALSE
"234",13,35,5,7,7,0,0,124.437182152129,TRUE,TRUE,TRUE
"235",13,36,4,9,9,0,0,129.00668178442,TRUE,TRUE,TRUE
"236",13,36,5,7,8,1,4,127.451343442181,FALSE,FALSE,FALSE
"237",13,36,6,6,6,0,0,129.00668178442,TRUE,TRUE,TRUE
"238",13,37,5,7,8,2,3,131.851799093352,FALSE,FALSE,TRUE
"239",13,37,6,6,7,1,5,131.877496012439,TRUE,TRUE,FALSE
"240",13,38,5,7,8,3,2,136.775502888288,TRUE,FALSE,TRUE
"241",13,38,6,6,7,2,4,136.134604601578,FALSE,TRUE,FALSE
"242",13,39,5,7,8,4,1,142.039004756815,TRUE,FALSE,TRUE
"243",13,39,6,6,7,3,3,140.914961334481,FALSE,TRUE,FALSE
"244",13,40,5,8,8,0,0,147.555178164557,TRUE,TRUE,TRUE
"245",13,40,6,6,7,4,2,146.035116140975,FALSE,FALSE,FALSE
"246",13,41,6,6,7,5,1,151.407942486685,TRUE,TRUE,TRUE
"247",13,42,6,7,7,0,0,156.982123967901,TRUE,TRUE,TRUE
"248",14,14,2,7,7,0,0,36.9468026146136,TRUE,TRUE,TRUE
"249",14,14,3,4,5,2,1,36.2091983939578,FALSE,FALSE,FALSE
"250",14,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"251",14,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"252",14,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"253",14,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"254",14,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"255",14,17,2,8,9,1,1,47.5009084184238,TRUE,TRUE,TRUE
"256",14,17,3,5,6,2,1,47.4137818840487,FALSE,FALSE,TRUE
"257",14,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"258",14,18,2,9,9,0,0,52.026691642131,TRUE,TRUE,TRUE
"259",14,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"260",14,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"261",14,19,2,9,10,1,1,55.2775213760454,TRUE,TRUE,TRUE
"262",14,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"263",14,19,4,4,5,3,1,55.1632927749136,FALSE,FALSE,TRUE
"264",14,20,2,10,10,0,0,59.9146454710798,TRUE,TRUE,TRUE
"265",14,20,3,6,7,2,1,59.1546144592886,FALSE,FALSE,FALSE
"266",14,20,4,5,5,0,0,59.9146454710798,TRUE,TRUE,TRUE
"267",14,21,2,10,11,1,1,63.2656425419214,FALSE,FALSE,FALSE
"268",14,21,3,7,7,0,0,63.9349711921919,TRUE,TRUE,TRUE
"269",14,21,4,5,6,1,3,62.6180127242776,FALSE,FALSE,FALSE
"270",14,22,2,11,11,0,0,68.0029339738829,TRUE,TRUE,TRUE
"271",14,22,3,7,8,1,2,66.9491324822434,FALSE,FALSE,FALSE
"272",14,22,4,5,6,2,2,66.7076743385954,FALSE,FALSE,FALSE
"273",14,23,2,11,12,1,1,71.4449657705569,TRUE,TRUE,TRUE
"274",14,23,3,7,8,2,1,71.3495881334148,FALSE,FALSE,TRUE
"275",14,23,4,5,6,3,1,71.3205840966776,FALSE,FALSE,TRUE
"276",14,24,2,12,12,0,0,76.2732919283507,TRUE,TRUE,TRUE
"277",14,24,3,8,8,0,0,76.2732919283507,TRUE,TRUE,TRUE
"278",14,24,4,6,6,0,0,76.2732919283507,TRUE,TRUE,TRUE
"279",14,25,3,8,9,1,2,79.412780790938,FALSE,FALSE,FALSE
"280",14,25,4,6,7,1,3,79.1441061563696,FALSE,FALSE,FALSE
"281",14,25,5,5,5,0,0,80.471895621705,TRUE,TRUE,TRUE
"282",14,26,3,8,9,2,1,83.9385640146452,TRUE,FALSE,TRUE
"283",14,26,4,6,7,2,2,83.4012147455083,FALSE,FALSE,FALSE
"284",14,26,5,5,6,1,4,83.1752628749028,FALSE,TRUE,FALSE
"285",14,27,3,9,9,0,0,88.9875953821169,TRUE,TRUE,TRUE
"286",14,27,4,6,7,3,1,88.1815714784116,FALSE,FALSE,FALSE
"287",14,27,5,5,6,2,3,87.2649244892206,FALSE,FALSE,FALSE
"288",14,28,3,9,10,1,2,92.2384251160314,FALSE,FALSE,FALSE
"289",14,28,4,7,7,0,0,93.3017262849057,TRUE,TRUE,TRUE
"290",14,28,5,5,6,3,2,91.8778342473028,FALSE,FALSE,FALSE
"291",14,29,3,9,10,2,1,96.8755492110657,TRUE,FALSE,TRUE
"292",14,29,4,7,8,1,3,96.3158875749572,FALSE,TRUE,FALSE
"293",14,29,5,5,6,4,1,96.8305420789759,FALSE,FALSE,TRUE
"294",14,30,3,10,10,0,0,102.035921449865,TRUE,TRUE,TRUE
"295",14,30,4,7,8,2,2,100.716343226129,FALSE,FALSE,FALSE
"296",14,30,5,6,6,0,0,102.035921449865,TRUE,TRUE,TRUE
"297",14,31,3,10,11,1,2,105.386918520706,FALSE,TRUE,FALSE
"298",14,31,4,7,8,3,1,105.640047021065,TRUE,FALSE,TRUE
"299",14,31,5,6,7,1,4,104.906735677884,FALSE,TRUE,FALSE
"300",14,32,3,10,11,2,1,110.124209952668,FALSE,FALSE,FALSE
"301",14,32,4,8,8,0,0,110.903548889591,TRUE,TRUE,TRUE
"302",14,32,5,6,7,2,3,109.163844267022,FALSE,FALSE,FALSE
"303",14,33,3,11,11,0,0,115.384749528394,TRUE,TRUE,TRUE
"304",14,33,4,8,9,1,3,114.043037752179,FALSE,FALSE,FALSE
"305",14,33,5,6,7,3,2,113.944200999926,FALSE,FALSE,FALSE
"306",14,34,4,8,9,2,2,118.568820975886,FALSE,TRUE,FALSE
"307",14,34,5,6,7,4,1,119.06435580642,TRUE,FALSE,TRUE
"308",14,35,4,8,9,3,1,123.617852343357,FALSE,FALSE,FALSE
"309",14,35,5,7,7,0,0,124.437182152129,TRUE,TRUE,TRUE
"310",14,36,4,9,9,0,0,129.00668178442,TRUE,TRUE,TRUE
"311",14,36,5,7,8,1,4,127.451343442181,FALSE,FALSE,FALSE
"312",14,36,6,6,6,0,0,129.00668178442,TRUE,TRUE,TRUE
"313",14,37,4,9,10,1,3,132.257511518334,TRUE,TRUE,TRUE
"314",14,37,5,7,8,2,3,131.851799093352,FALSE,FALSE,TRUE
"315",14,37,6,6,7,1,5,131.877496012439,FALSE,TRUE,FALSE
"316",14,38,4,9,10,2,2,136.894635613369,TRUE,TRUE,TRUE
"317",14,38,5,7,8,3,2,136.775502888288,FALSE,FALSE,TRUE
"318",14,38,6,6,7,2,4,136.134604601578,FALSE,TRUE,FALSE
"319",14,39,4,9,10,3,1,142.055007852168,TRUE,TRUE,TRUE
"320",14,39,5,7,8,4,1,142.039004756815,FALSE,FALSE,TRUE
"321",14,39,6,6,7,3,3,140.914961334481,FALSE,TRUE,FALSE
"322",14,40,4,10,10,0,0,147.555178164557,TRUE,TRUE,TRUE
"323",14,40,5,8,8,0,0,147.555178164557,TRUE,TRUE,TRUE
"324",14,40,6,6,7,4,2,146.035116140975,FALSE,FALSE,FALSE
"325",14,41,5,8,9,1,4,150.694667027145,FALSE,TRUE,FALSE
"326",14,41,6,6,7,5,1,151.407942486685,TRUE,FALSE,TRUE
"327",14,42,5,8,9,2,3,155.220450250852,FALSE,FALSE,FALSE
"328",14,42,6,7,7,0,0,156.982123967901,TRUE,TRUE,TRUE
"329",14,43,5,8,9,3,2,160.269481618324,TRUE,FALSE,TRUE
"330",14,43,6,7,8,1,5,159.996285257953,FALSE,TRUE,FALSE
"331",14,44,5,8,9,4,1,165.658311059386,TRUE,FALSE,TRUE
"332",14,44,6,7,8,2,4,164.396740909124,FALSE,TRUE,FALSE
"333",14,45,5,9,9,0,0,171.299812039664,TRUE,TRUE,TRUE
"334",14,45,6,7,8,3,3,169.32044470406,FALSE,FALSE,FALSE
"335",14,46,6,7,8,4,2,174.583946572587,TRUE,TRUE,TRUE
"336",14,47,6,7,8,5,1,180.100119980329,TRUE,TRUE,TRUE
"337",14,48,6,8,8,0,0,185.817648523579,TRUE,TRUE,TRUE
"338",14,49,7,7,7,0,0,190.699194607421,TRUE,TRUE,TRUE
"339",15,15,2,7,8,1,1,39.9609639046651,FALSE,FALSE,FALSE
"340",15,15,3,5,5,0,0,40.6207530165332,TRUE,TRUE,TRUE
"341",15,16,2,8,8,0,0,44.3614195558365,TRUE,TRUE,TRUE
"342",15,16,3,5,6,1,2,43.324120269731,FALSE,FALSE,FALSE
"343",15,16,4,4,4,0,0,44.3614195558365,TRUE,TRUE,TRUE
"344",15,17,2,8,9,1,1,47.5009084184238,TRUE,TRUE,TRUE
"345",15,17,3,5,6,2,1,47.4137818840487,FALSE,FALSE,TRUE
"346",15,17,4,4,5,1,3,46.8634316735274,FALSE,TRUE,FALSE
"347",15,18,2,9,9,0,0,52.026691642131,TRUE,TRUE,TRUE
"348",15,18,3,6,6,0,0,52.026691642131,TRUE,TRUE,TRUE
"349",15,18,4,4,5,2,2,50.7517381523383,FALSE,FALSE,FALSE
"350",15,19,2,9,10,1,1,55.2775213760454,TRUE,TRUE,TRUE
"351",15,19,3,6,7,1,2,54.8975058701498,FALSE,TRUE,FALSE
"352",15,19,4,4,5,3,1,55.1632927749136,FALSE,FALSE,TRUE
