"","n","m","y","q","x","m_qy","xy_m","h","is_h_max","is_m_qy_min","is_xy_m_min"
"27453",41,234,12,19,20,6,6,1272.46318941849,FALSE,FALSE,FALSE
"27454",41,234,13,18,18,0,0,1276.5451409937,TRUE,TRUE,TRUE
"27455",41,234,14,16,17,10,4,1273.26663947666,FALSE,FALSE,FALSE
"27456",41,234,15,15,16,9,6,1272.06361054575,FALSE,FALSE,FALSE
"27457",41,235,7,33,34,4,3,1280.78970180924,FALSE,FALSE,TRUE
"27458",41,235,8,29,30,3,5,1280.09193423336,FALSE,FALSE,FALSE
"27459",41,235,9,26,27,1,8,1280.82222638726,TRUE,TRUE,FALSE
"27460",41,235,10,23,24,5,5,1279.59005542441,FALSE,FALSE,FALSE
"27461",41,235,11,21,22,4,7,1279.01551970178,FALSE,FALSE,FALSE
"27462",41,235,12,19,20,7,5,1279.30430851342,FALSE,FALSE,FALSE
"27463",41,235,13,18,19,1,12,1280.46278995573,FALSE,TRUE,FALSE
"27464",41,235,14,16,17,11,3,1280.42084384062,FALSE,FALSE,TRUE
"27465",41,235,15,15,16,10,5,1279.05510681897,FALSE,FALSE,FALSE
"27466",41,236,7,33,34,5,2,1287.80322223548,TRUE,FALSE,TRUE
"27467",41,236,8,29,30,4,4,1286.72561719209,FALSE,FALSE,FALSE
"27468",41,236,9,26,27,2,7,1286.48560614194,FALSE,TRUE,FALSE
"27469",41,236,10,23,24,6,4,1286.45034763958,FALSE,FALSE,FALSE
"27470",41,236,11,21,22,5,6,1285.58549460116,FALSE,FALSE,FALSE
"27471",41,236,12,19,20,8,4,1286.28877467039,FALSE,FALSE,FALSE
"27472",41,236,13,18,19,2,11,1285.76673327888,FALSE,TRUE,FALSE
"27473",41,236,14,16,17,12,2,1287.66608293042,FALSE,FALSE,TRUE
"27474",41,236,15,15,16,11,4,1286.14677042911,FALSE,FALSE,FALSE
"27475",41,237,7,33,34,6,1,1295.01809779724,TRUE,FALSE,TRUE
"27476",41,237,8,29,30,5,3,1293.61197169004,FALSE,FALSE,FALSE
"27477",41,237,9,26,27,3,6,1292.67223404038,FALSE,TRUE,FALSE
"27478",41,237,10,23,24,7,3,1293.47808682958,FALSE,FALSE,FALSE
"27479",41,237,11,21,22,6,5,1292.35682463605,FALSE,FALSE,FALSE
"27480",41,237,12,19,20,9,3,1293.3985683999,FALSE,FALSE,FALSE
"27481",41,237,13,18,19,3,10,1291.5939247458,FALSE,TRUE,FALSE
"27482",41,237,14,16,17,13,1,1294.99475207308,FALSE,FALSE,TRUE
"27483",41,237,15,15,16,12,3,1293.32946876509,FALSE,FALSE,FALSE
"27484",41,238,7,34,34,0,0,1302.40042033381,TRUE,TRUE,TRUE
"27485",41,238,8,29,30,6,2,1300.69968132349,FALSE,FALSE,FALSE
"27486",41,238,9,26,27,4,5,1299.19866001242,FALSE,FALSE,FALSE
"27487",41,238,10,23,24,8,2,1300.64917308162,FALSE,FALSE,FALSE
"27488",41,238,11,21,22,7,4,1299.29560164576,FALSE,FALSE,FALSE
"27489",41,238,12,19,20,10,2,1300.61970300073,FALSE,FALSE,FALSE
"27490",41,238,13,18,19,4,9,1297.76091428631,FALSE,FALSE,FALSE
"27491",41,238,14,17,17,0,0,1302.40042033381,TRUE,TRUE,TRUE
"27492",41,238,15,15,16,13,2,1300.59559715394,FALSE,FALSE,FALSE
"27493",41,239,8,29,30,7,1,1307.95483793177,TRUE,FALSE,TRUE
"27494",41,239,9,26,27,5,4,1305.97775752366,FALSE,FALSE,FALSE
"27495",41,239,10,23,24,9,1,1307.94558690618,FALSE,FALSE,TRUE
"27496",41,239,11,21,22,8,3,1306.3777257175,FALSE,FALSE,FALSE
"27497",41,239,12,19,20,11,1,1307.94100493849,FALSE,FALSE,TRUE
"27498",41,239,13,18,19,5,8,1304.18057536603,FALSE,FALSE,FALSE
"27499",41,239,14,17,18,1,13,1306.26248512699,FALSE,TRUE,FALSE
"27500",41,239,15,15,16,14,1,1307.93872466086,FALSE,FALSE,TRUE
"27501",41,240,8,30,30,0,0,1315.35334160208,TRUE,TRUE,TRUE
"27502",41,240,9,26,27,6,3,1312.95821017042,FALSE,FALSE,FALSE
"27503",41,240,10,24,24,0,0,1315.35334160208,TRUE,TRUE,TRUE
"27504",41,240,11,21,22,9,2,1313.58517736178,FALSE,FALSE,FALSE
"27505",41,240,12,20,20,0,0,1315.35334160208,TRUE,TRUE,TRUE
"27506",41,240,13,18,19,6,7,1310.80159158126,FALSE,FALSE,FALSE
"27507",41,240,14,17,18,2,12,1311.51084428128,FALSE,FALSE,FALSE
"27508",41,240,15,16,16,0,0,1315.35334160208,TRUE,TRUE,TRUE
"27509",41,241,8,30,31,1,7,1319.77102349125,FALSE,TRUE,FALSE
"27510",41,241,9,26,27,7,2,1320.106109792,FALSE,FALSE,FALSE
"27511",41,241,10,24,25,1,9,1319.55194529543,FALSE,TRUE,FALSE
"27512",41,241,11,21,22,10,1,1320.90396987739,TRUE,FALSE,TRUE
"27513",41,241,12,20,21,1,11,1319.37366732319,FALSE,TRUE,FALSE
"27514",41,241,13,18,19,7,6,1317.59005477131,FALSE,FALSE,FALSE
"27515",41,241,14,17,18,3,11,1317.28245157934,FALSE,FALSE,FALSE
"27516",41,241,15,16,17,1,14,1319.1565488952,FALSE,TRUE,FALSE
"27517",41,242,8,30,31,2,6,1325.57499974155,FALSE,FALSE,FALSE
"27518",41,242,9,26,27,8,1,1327.39735647561,FALSE,FALSE,FALSE
"27519",41,242,10,24,25,2,8,1325.13684334991,FALSE,FALSE,FALSE
"27520",41,242,11,22,22,0,0,1328.32292972992,TRUE,TRUE,TRUE
"27521",41,242,12,20,21,2,10,1324.78028740542,FALSE,FALSE,FALSE
"27522",41,242,13,18,19,8,5,1324.52186502339,FALSE,FALSE,FALSE
"27523",41,242,14,17,18,4,10,1323.39385695099,FALSE,FALSE,FALSE
"27524",41,242,15,16,17,2,13,1324.34605054944,FALSE,FALSE,FALSE
"27525",41,243,8,30,31,3,5,1331.90222413561,FALSE,FALSE,FALSE
"27526",41,243,9,27,27,0,0,1334.81393073175,TRUE,TRUE,TRUE
"27527",41,243,10,24,25,3,7,1331.24498954815,FALSE,FALSE,FALSE
"27528",41,243,11,22,23,1,10,1332.43636272241,FALSE,FALSE,FALSE
"27529",41,243,12,20,21,3,9,1330.71015563142,FALSE,FALSE,FALSE
"27530",41,243,13,18,19,9,4,1331.57900284801,FALSE,FALSE,FALSE
"27531",41,243,14,17,18,5,9,1329.75793386186,FALSE,FALSE,FALSE
"27532",41,243,15,16,17,3,12,1330.05880034744,FALSE,FALSE,FALSE
"27533",41,244,8,30,31,4,4,1338.56924660326,FALSE,FALSE,FALSE
"27534",41,244,9,27,28,1,8,1339.12806163454,TRUE,TRUE,FALSE
"27535",41,244,10,24,25,4,6,1337.69293381997,FALSE,FALSE,FALSE
"27536",41,244,11,22,23,2,9,1337.93609007601,FALSE,FALSE,FALSE
"27537",41,244,12,20,21,4,8,1336.97982193101,FALSE,FALSE,FALSE
"27538",41,244,13,18,19,10,3,1338.74748154396,FALSE,FALSE,TRUE
"27539",41,244,14,17,18,6,8,1336.32336590823,FALSE,FALSE,FALSE
"27540",41,244,15,16,17,4,11,1336.11134821903,FALSE,FALSE,FALSE
"27541",41,245,8,30,31,5,3,1345.48894061012,FALSE,FALSE,FALSE
"27542",41,245,9,27,28,2,7,1344.82848689845,FALSE,TRUE,FALSE
"27543",41,245,10,24,25,5,5,1344.39354963102,FALSE,FALSE,FALSE
"27544",41,245,11,22,23,3,8,1343.95906557339,FALSE,FALSE,FALSE
"27545",41,245,12,20,21,5,7,1343.50215976981,FALSE,FALSE,FALSE
"27546",41,245,13,18,19,11,2,1346.01612757683,TRUE,FALSE,TRUE
"27547",41,245,14,17,18,7,7,1343.05624492943,FALSE,FALSE,FALSE
"27548",41,245,15,16,17,5,10,1342.41656762984,FALSE,FALSE,FALSE
"27549",41,246,8,30,31,6,2,1352.6099897525,FALSE,FALSE,FALSE
"27550",41,246,9,27,28,3,6,1351.05216030612,FALSE,TRUE,FALSE
"27551",41,246,10,24,25,6,4,1351.29552057757,FALSE,FALSE,FALSE
"27552",41,246,11,22,23,4,7,1350.32183914435,FALSE,FALSE,FALSE
"27553",41,246,12,20,21,6,6,1350.22585274412,FALSE,FALSE,FALSE
"27554",41,246,13,18,19,12,1,1353.37580833553,TRUE,FALSE,TRUE
"27555",41,246,14,17,18,8,6,1349.93247101265,FALSE,FALSE,FALSE
"27556",41,246,15,16,17,6,9,1348.92314217616,FALSE,FALSE,FALSE
"27557",41,247,8,30,31,7,1,1359.89848586969,FALSE,FALSE,FALSE
"27558",41,247,9,27,28,4,5,1357.61563178739,FALSE,FALSE,FALSE
"27559",41,247,10,24,25,7,3,1358.36493849895,FALSE,FALSE,FALSE
"27560",41,247,11,22,23,5,6,1356.93728425453,FALSE,FALSE,FALSE
"27561",41,247,12,20,21,7,5,1357.11699269325,FALSE,FALSE,FALSE
"27562",41,247,13,19,19,0,0,1360.81891914711,TRUE,TRUE,TRUE
"27563",41,247,14,17,18,9,5,1356.93402466841,FALSE,FALSE,FALSE
"27564",41,247,15,16,17,7,8,1355.5971636973,FALSE,FALSE,FALSE
"27565",41,248,8,31,31,0,0,1367.33032904892,TRUE,TRUE,TRUE
"27566",41,248,9,27,28,5,4,1364.43177480787,FALSE,FALSE,FALSE
"27567",41,248,10,24,25,8,2,1365.57770348235,FALSE,FALSE,FALSE
"27568",41,248,11,22,23,6,5,1363.75408450021,FALSE,FALSE,FALSE
"27569",41,248,12,20,21,8,4,1364.15147970441,FALSE,FALSE,FALSE
"27570",41,248,13,19,20,1,12,1364.78922401403,FALSE,FALSE,FALSE
"27571",41,248,14,17,18,10,4,1364.0469191955,FALSE,FALSE,FALSE
"27572",41,248,15,16,17,8,7,1362.41453228047,FALSE,FALSE,FALSE
"27573",41,249,8,31,32,1,7,1371.78027459947,FALSE,TRUE,FALSE
"27574",41,249,9,27,28,6,3,1371.44927296385,FALSE,FALSE,FALSE
"27575",41,249,10,24,25,9,1,1372.91579603829,TRUE,FALSE,TRUE
"27576",41,249,11,22,23,7,4,1370.73833172072,FALSE,FALSE,FALSE
"27577",41,249,12,20,21,9,3,1371.31129428811,FALSE,FALSE,FALSE
"27578",41,249,13,19,20,2,11,1370.14582324207,FALSE,FALSE,FALSE
"27579",41,249,14,17,18,11,3,1371.25998105952,FALSE,FALSE,FALSE
"27580",41,249,15,16,17,9,6,1369.35722843618,FALSE,FALSE,FALSE
"27581",41,250,8,31,32,2,6,1377.61651451114,FALSE,FALSE,FALSE
"27582",41,250,9,27,28,7,2,1378.63421809466,FALSE,FALSE,FALSE
"27583",41,250,10,25,25,0,0,1380.36522946556,TRUE,TRUE,TRUE
"27584",41,250,11,22,23,8,3,1377.86592600326,FALSE,FALSE,FALSE
"27585",41,250,12,20,21,10,2,1378.58244974314,FALSE,FALSE,FALSE
"27586",41,250,13,19,20,3,10,1376.02567061387,FALSE,FALSE,FALSE
"27587",41,250,14,17,18,12,2,1378.56407764937,FALSE,FALSE,FALSE
"27588",41,250,15,16,17,10,5,1376.41126546321,FALSE,FALSE,FALSE
"27589",41,251,8,31,32,3,5,1383.97600256658,FALSE,FALSE,FALSE
"27590",41,251,9,27,28,8,1,1385.9625102875,TRUE,FALSE,TRUE
"27591",41,251,10,25,26,1,9,1384.60384383242,FALSE,TRUE,FALSE
"27592",41,251,11,22,23,9,2,1385.11884785833,FALSE,FALSE,FALSE
"27593",41,251,12,20,21,11,1,1385.95377253509,FALSE,FALSE,TRUE
"27594",41,251,13,19,20,4,9,1382.24531605926,FALSE,FALSE,FALSE
"27595",41,251,14,17,18,13,1,1385.95160429209,FALSE,FALSE,TRUE
"27596",41,251,15,16,17,11,4,1383.56546982717,FALSE,FALSE,FALSE
"27597",41,252,8,31,32,4,4,1390.6752886956,FALSE,FALSE,FALSE
"27598",41,252,9,28,28,0,0,1393.41613005288,TRUE,TRUE,TRUE
"27599",41,252,10,25,26,2,8,1390.22875256039,FALSE,FALSE,FALSE
"27600",41,252,11,22,23,10,1,1392.48311058473,FALSE,FALSE,FALSE
"27601",41,252,12,21,21,0,0,1393.41613005288,TRUE,TRUE,TRUE
"27602",41,252,13,19,20,5,8,1388.71763304387,FALSE,FALSE,FALSE
"27603",41,252,14,18,18,0,0,1393.41613005288,TRUE,TRUE,TRUE
"27604",41,252,15,16,17,12,3,1390.81070891696,FALSE,FALSE,FALSE
"27605",41,253,8,31,32,5,3,1397.62724636384,FALSE,FALSE,FALSE
"27606",41,253,9,28,29,1,8,1397.76598283758,FALSE,FALSE,FALSE
"27607",41,253,10,25,26,3,7,1396.37690943213,FALSE,FALSE,FALSE
"27608",41,253,11,23,23,0,0,1399.94754064806,TRUE,TRUE,TRUE
"27609",41,253,12,21,22,1,11,1397.48409283457,FALSE,FALSE,FALSE
"27610",41,253,13,19,20,6,7,1395.39130516398,FALSE,FALSE,FALSE
"27611",41,253,14,18,19,1,13,1397.33377901491,FALSE,FALSE,FALSE
"27612",41,253,15,16,17,13,2,1398.13937805963,FALSE,FALSE,FALSE
"27613",41,254,8,31,32,6,2,1404.78055916759,FALSE,FALSE,FALSE
"27614",41,254,9,28,29,2,7,1403.5021299834,FALSE,FALSE,FALSE
"27615",41,254,10,25,26,4,6,1402.86486437746,FALSE,FALSE,FALSE
"27616",41,254,11,23,24,1,10,1404.10446561004,FALSE,TRUE,FALSE
"27617",41,254,12,21,22,2,10,1402.93834997738,FALSE,FALSE,FALSE
"27618",41,254,13,19,20,7,6,1402.23242425892,FALSE,FALSE,FALSE
"27619",41,254,14,18,19,2,12,1402.63772233806,FALSE,FALSE,FALSE
"27620",41,254,15,16,17,14,1,1405.54504632036,TRUE,FALSE,TRUE
"27621",41,255,8,31,32,7,1,1412.10131894616,FALSE,FALSE,FALSE
"27622",41,255,9,28,29,3,6,1409.76152527299,FALSE,FALSE,FALSE
"27623",41,255,10,25,26,5,5,1409.605490862,FALSE,FALSE,FALSE
"27624",41,255,11,23,24,2,9,1409.64768493314,FALSE,FALSE,FALSE
"27625",41,255,12,21,22,3,9,1408.91585526396,FALSE,FALSE,FALSE
"27626",41,255,13,19,20,8,5,1409.21689041589,FALSE,FALSE,FALSE
"27627",41,255,14,18,19,3,11,1408.46491380498,FALSE,FALSE,FALSE
"27628",41,255,15,17,17,0,0,1413.0222040154,TRUE,TRUE,TRUE
"27629",41,256,8,32,32,0,0,1419.56542578677,TRUE,TRUE,TRUE
"27630",41,256,9,28,29,4,5,1416.36071863617,FALSE,FALSE,FALSE
"27631",41,256,10,25,26,6,4,1416.54747248205,FALSE,FALSE,FALSE
"27632",41,256,11,23,24,3,8,1415.71415240001,FALSE,FALSE,FALSE
"27633",41,256,12,21,22,4,8,1415.23315862412,FALSE,FALSE,FALSE
"27634",41,256,13,19,20,9,4,1416.32668414539,FALSE,FALSE,FALSE
"27635",41,256,14,18,19,4,10,1414.63190334548,FALSE,FALSE,FALSE
"27636",41,256,15,17,18,1,14,1416.88426880857,FALSE,FALSE,FALSE
"27637",41,256,16,16,16,0,0,1419.56542578677,TRUE,TRUE,TRUE
"27638",41,257,8,32,33,1,7,1424.04662642557,TRUE,TRUE,FALSE
"27639",41,257,9,28,29,5,4,1423.21258353856,FALSE,FALSE,FALSE
"27640",41,257,10,25,26,7,3,1423.65690107692,FALSE,FALSE,TRUE
"27641",41,257,11,23,24,4,7,1422.12041794046,FALSE,FALSE,FALSE
"27642",41,257,12,21,22,5,7,1421.8031335235,FALSE,FALSE,FALSE
"27643",41,257,13,19,20,10,3,1423.54781874623,FALSE,FALSE,TRUE
"27644",41,257,14,18,19,5,9,1421.05156442521,FALSE,FALSE,FALSE
"27645",41,257,15,17,18,2,13,1422.13262796287,FALSE,FALSE,FALSE
"27646",41,257,16,16,17,1,15,1423.36863307989,FALSE,TRUE,FALSE
"27647",41,258,8,32,33,2,6,1429.91412142549,FALSE,TRUE,FALSE
"27648",41,258,9,28,29,6,3,1430.26580357646,FALSE,FALSE,FALSE
"27649",41,258,10,25,26,8,2,1430.90967673383,TRUE,FALSE,TRUE
"27650",41,258,11,23,24,5,6,1428.77935502013,FALSE,FALSE,FALSE
"27651",41,258,12,21,22,6,6,1428.57446355839,FALSE,FALSE,FALSE
"27652",41,258,13,19,20,11,2,1430.86912068398,FALSE,FALSE,TRUE
"27653",41,258,14,18,19,6,8,1427.67258064044,FALSE,FALSE,FALSE
"27654",41,258,15,17,18,3,12,1427.90423526093,FALSE,FALSE,FALSE
"27655",41,258,16,16,17,2,14,1428.55813473413,FALSE,TRUE,FALSE
"27656",41,259,8,32,33,3,5,1436.30486456918,FALSE,TRUE,FALSE
"27657",41,259,9,28,29,7,2,1437.48647058918,FALSE,FALSE,FALSE
"27658",41,259,10,25,26,9,1,1438.28777996327,TRUE,FALSE,TRUE
"27659",41,259,11,23,24,6,5,1435.63964723531,FALSE,FALSE,FALSE
"27660",41,259,12,21,22,7,5,1435.5132405681,FALSE,FALSE,FALSE
"27661",41,259,13,19,20,12,1,1438.28145734758,FALSE,FALSE,TRUE
"27662",41,259,14,18,19,7,7,1434.46104383049,FALSE,FALSE,FALSE
"27663",41,259,15,17,18,4,11,1434.01564063258,FALSE,FALSE,FALSE
"27664",41,259,16,16,17,3,13,1434.27088453213,FALSE,TRUE,FALSE
"27665",41,260,8,32,33,4,4,1443.03540578646,FALSE,FALSE,FALSE
"27666",41,260,9,28,29,8,1,1444.85048466393,FALSE,FALSE,FALSE
"27667",41,260,10,26,26,0,0,1445.77722406404,TRUE,TRUE,TRUE
"27668",41,260,11,23,24,7,4,1442.66738642531,FALSE,FALSE,FALSE
"27669",41,260,12,21,22,8,4,1442.59536463985,FALSE,FALSE,FALSE
"27670",41,260,13,20,20,0,0,1445.77722406404,TRUE,TRUE,TRUE
"27671",41,260,14,18,19,8,6,1441.39285408257,FALSE,FALSE,FALSE
"27672",41,260,15,17,18,5,10,1440.37971754345,FALSE,FALSE,FALSE
"27673",41,260,16,16,17,4,12,1440.32343240372,FALSE,FALSE,FALSE
"27674",41,261,8,32,33,5,3,1450.01861854295,FALSE,FALSE,FALSE
"27675",41,261,9,29,29,0,0,1452.33982631122,TRUE,TRUE,TRUE
"27676",41,261,10,26,27,1,9,1450.0543094576,FALSE,FALSE,FALSE
"27677",41,261,11,23,24,8,3,1449.83847267734,FALSE,FALSE,FALSE
"27678",41,261,12,21,22,9,3,1449.80281628412,FALSE,FALSE,FALSE
"27679",41,261,13,20,21,1,12,1449.79754978515,FALSE,FALSE,FALSE
"27680",41,261,14,18,19,9,5,1448.44999190719,FALSE,FALSE,FALSE
"27681",41,261,15,17,18,6,9,1446.94514958982,FALSE,FALSE,FALSE
"27682",41,261,16,16,17,5,11,1446.62865181453,FALSE,FALSE,FALSE
"27683",41,262,8,32,33,6,2,1457.20318643495,TRUE,FALSE,TRUE
"27684",41,262,9,29,30,1,8,1456.72416869148,FALSE,TRUE,FALSE
"27685",41,262,10,26,27,2,8,1455.71768921227,FALSE,FALSE,FALSE
"27686",41,262,11,23,24,9,2,1457.13488650191,FALSE,FALSE,TRUE
"27687",41,262,12,21,22,10,2,1457.12160879973,FALSE,FALSE,TRUE
"27688",41,262,13,20,21,2,11,1455.20416986738,FALSE,FALSE,FALSE
"27689",41,262,14,18,19,10,4,1455.61847060313,FALSE,FALSE,FALSE
"27690",41,262,15,17,18,7,8,1453.67802861101,FALSE,FALSE,FALSE
"27691",41,262,16,16,17,6,10,1453.13522636085,FALSE,FALSE,FALSE
"27692",41,263,8,32,33,7,1,1464.55520130177,TRUE,FALSE,TRUE
"27693",41,263,9,29,30,2,7,1462.49480543286,FALSE,TRUE,FALSE
"27694",41,263,10,26,27,3,7,1461.90431711072,FALSE,FALSE,FALSE
"27695",41,263,11,23,24,10,1,1464.54264119781,FALSE,FALSE,TRUE
"27696",41,263,12,21,22,11,1,1464.54056865226,FALSE,FALSE,TRUE
"27697",41,263,13,20,21,3,10,1461.13403809338,FALSE,FALSE,FALSE
"27698",41,263,14,18,19,11,3,1462.88711663601,FALSE,FALSE,FALSE
"27699",41,263,15,17,18,8,7,1460.55425469424,FALSE,FALSE,FALSE
"27700",41,263,16,16,17,7,9,1459.80924788199,FALSE,FALSE,FALSE
"27701",41,264,8,33,33,0,0,1472.05056323063,TRUE,TRUE,TRUE
"27702",41,264,9,29,30,3,6,1468.788690318,FALSE,FALSE,FALSE
"27703",41,264,10,26,27,4,6,1468.43074308275,FALSE,FALSE,FALSE
"27704",41,264,11,24,24,0,0,1472.05056323063,TRUE,TRUE,TRUE
"27705",41,264,12,22,22,0,0,1472.05056323063,TRUE,TRUE,TRUE
"27706",41,264,13,20,21,4,9,1467.40370439296,FALSE,FALSE,FALSE
"27707",41,264,14,18,19,12,2,1470.24679739471,FALSE,FALSE,FALSE
"27708",41,264,15,17,18,9,6,1467.55580835,FALSE,FALSE,FALSE
"27709",41,264,16,16,17,8,8,1466.62661646516,FALSE,FALSE,FALSE
"27710",41,265,9,29,30,4,5,1475.42237327673,FALSE,FALSE,FALSE
"27711",41,265,10,26,27,5,5,1475.209840594,FALSE,FALSE,FALSE
"27712",41,265,11,24,25,1,10,1476.24916692398,FALSE,TRUE,FALSE
"27713",41,265,12,22,23,1,11,1476.16399622312,FALSE,TRUE,FALSE
"27714",41,265,13,20,21,5,8,1473.92604223177,FALSE,FALSE,FALSE
"27715",41,265,14,18,19,13,1,1477.68990820629,TRUE,FALSE,TRUE
"27716",41,265,15,17,18,10,5,1474.66870287709,FALSE,FALSE,FALSE
"27717",41,265,16,16,17,9,7,1473.56931262087,FALSE,FALSE,FALSE
"27718",41,266,9,29,30,5,4,1482.30872777468,FALSE,FALSE,FALSE
"27719",41,266,10,26,27,6,4,1482.19029324076,FALSE,FALSE,FALSE
"27720",41,266,11,24,25,2,9,1481.83406497846,FALSE,FALSE,FALSE
"27721",41,266,12,22,23,2,10,1481.66372357672,FALSE,FALSE,FALSE
"27722",41,266,13,20,21,6,7,1480.64973520608,FALSE,FALSE,FALSE
"27723",41,266,14,19,19,0,0,1485.21001813593,TRUE,TRUE,TRUE
"27724",41,266,15,17,18,11,4,1481.88176474111,FALSE,FALSE,FALSE
"27725",41,266,16,16,17,10,6,1480.6233496479,FALSE,FALSE,FALSE
"27726",41,267,9,29,30,6,3,1489.39643740813,TRUE,FALSE,TRUE
"27727",41,267,10,26,27,7,3,1489.33819286233,FALSE,FALSE,TRUE
"27728",41,267,11,24,25,3,8,1487.94221117669,FALSE,FALSE,FALSE
"27729",41,267,12,22,23,3,9,1487.68669907409,FALSE,FALSE,FALSE
"27730",41,267,13,20,21,7,6,1487.54087515521,FALSE,FALSE,FALSE
"27731",41,267,14,19,20,1,13,1489.18032300285,FALSE,TRUE,FALSE
"27732",41,267,15,17,18,12,3,1489.18586133096,FALSE,FALSE,TRUE
"27733",41,267,16,16,17,11,5,1487.77755401186,FALSE,FALSE,FALSE
"27734",41,268,9,29,30,7,2,1496.65159401641,TRUE,FALSE,TRUE
"27735",41,268,10,26,27,8,2,1496.62943954594,FALSE,FALSE,TRUE
"27736",41,268,11,24,25,4,7,1494.39015544852,FALSE,FALSE,FALSE
"27737",41,268,12,22,23,4,8,1494.04947264506,FALSE,FALSE,FALSE
"27738",41,268,13,20,21,8,5,1494.57536216637,FALSE,FALSE,FALSE
"27739",41,268,14,19,20,2,12,1494.53692223089,FALSE,TRUE,FALSE
"27740",41,268,15,17,18,13,2,1496.57338797368,FALSE,FALSE,TRUE
"27741",41,268,16,16,17,12,4,1495.02279310165,FALSE,FALSE,FALSE
"27742",41,269,9,29,30,8,1,1504.05009768672,TRUE,FALSE,TRUE
"27743",41,269,10,26,27,9,1,1504.04601380209,FALSE,FALSE,TRUE
"27744",41,269,11,24,25,5,6,1501.09077125957,FALSE,FALSE,FALSE
"27745",41,269,12,22,23,5,7,1500.66491775524,FALSE,FALSE,FALSE
"27746",41,269,13,20,21,9,4,1501.73517675007,FALSE,FALSE,FALSE
"27747",41,269,14,19,20,3,11,1500.41676960269,FALSE,TRUE,FALSE
"27748",41,269,15,17,18,14,1,1504.03791373447,FALSE,FALSE,TRUE
"27749",41,269,16,16,17,13,3,1502.35146224432,FALSE,FALSE,FALSE
"27750",41,270,9,30,30,0,0,1511.57392892956,TRUE,TRUE,TRUE
"27751",41,270,10,27,27,0,0,1511.57392892956,TRUE,TRUE,TRUE
"27752",41,270,11,24,25,6,5,1507.99274220612,FALSE,FALSE,FALSE
"27753",41,270,12,22,23,6,6,1507.48171800092,FALSE,FALSE,FALSE
"27754",41,270,13,20,21,10,3,1509.0063322051,FALSE,FALSE,FALSE
"27755",41,270,14,19,20,4,10,1506.63641504808,FALSE,FALSE,FALSE
"27756",41,270,15,18,18,0,0,1511.57392892956,TRUE,TRUE,TRUE
"27757",41,270,16,16,17,14,2,1509.75713050505,FALSE,FALSE,FALSE
"27758",41,271,9,30,31,1,8,1515.99161081874,FALSE,TRUE,FALSE
"27759",41,271,10,27,28,1,9,1515.88805983235,FALSE,TRUE,FALSE
"27760",41,271,11,24,25,7,4,1515.06216012749,FALSE,FALSE,FALSE
"27761",41,271,12,22,23,7,5,1514.46596522143,FALSE,FALSE,FALSE
"27762",41,271,13,20,21,11,2,1516.37765499705,FALSE,FALSE,FALSE
"27763",41,271,14,19,20,5,9,1513.10873203269,FALSE,FALSE,FALSE
"27764",41,271,15,18,19,1,14,1515.49157789159,FALSE,TRUE,FALSE
"27765",41,271,16,16,17,15,1,1517.23428820009,TRUE,FALSE,TRUE
"27766",41,272,9,30,31,2,7,1521.79558706903,FALSE,FALSE,FALSE
"27767",41,272,10,27,28,2,8,1521.58848509626,FALSE,FALSE,FALSE
"27768",41,272,11,24,25,8,3,1522.2749251109,FALSE,FALSE,FALSE
"27769",41,272,12,22,23,8,4,1521.59355950397,FALSE,FALSE,FALSE
"27770",41,272,13,20,21,12,1,1523.84001251484,FALSE,FALSE,FALSE
"27771",41,272,14,19,20,6,8,1519.7824041528,FALSE,FALSE,FALSE
"27772",41,272,15,18,19,2,13,1520.79552121474,FALSE,FALSE,FALSE
"27773",41,272,16,17,17,0,0,1524.77816203251,TRUE,TRUE,TRUE
"27774",41,273,9,30,31,3,6,1528.12281146309,FALSE,FALSE,FALSE
"27775",41,273,10,27,28,3,7,1527.81215850393,FALSE,FALSE,FALSE
"27776",41,273,11,24,25,9,2,1529.61301766684,FALSE,FALSE,FALSE
"27777",41,273,12,22,23,9,3,1528.84648135904,FALSE,FALSE,FALSE
"27778",41,273,13,21,21,0,0,1531.38580008549,TRUE,TRUE,TRUE
"27779",41,273,14,19,20,7,7,1526.62352324774,FALSE,FALSE,FALSE
"27780",41,273,15,18,19,3,12,1526.62271268166,FALSE,FALSE,FALSE
"27781",41,273,16,17,18,1,15,1528.64022682569,FALSE,FALSE,FALSE
"27782",41,274,9,30,31,4,5,1534.78983393074,FALSE,FALSE,FALSE
"27783",41,274,10,27,28,4,6,1534.3756299852,FALSE,FALSE,FALSE
"27784",41,274,11,24,25,10,1,1537.06245109411,TRUE,FALSE,TRUE
"27785",41,274,12,22,23,10,2,1536.21074408544,FALSE,FALSE,FALSE
"27786",41,274,13,21,22,1,12,1535.45376286719,FALSE,TRUE,FALSE
"27787",41,274,14,19,20,8,6,1533.60798940471,FALSE,FALSE,FALSE
"27788",41,274,15,18,19,4,11,1532.78970222217,FALSE,FALSE,FALSE
"27789",41,274,16,17,18,2,14,1533.88858597998,FALSE,FALSE,FALSE
"27790",41,275,9,30,31,5,4,1541.70952793761,FALSE,FALSE,FALSE
"27791",41,275,10,27,28,5,5,1541.19177300568,FALSE,FALSE,FALSE
"27792",41,275,11,25,25,0,0,1544.61205185831,TRUE,TRUE,TRUE
